"HolderAddress","Quantity","PendingBalanceUpdate"
"0xffbd08371fae1e00e28be21d7a274790ba2dbaf6","14","No"
"0x27677a95f17de170fd4cbac47712784fa3be4d02","13","No"
"0x4f773f3fc89b73b34fb57ebc667a245d5e3812f6","13","No"
"0x6b4df334368b09f87b3722449703060eef284126","13","No"
"0x7ad53bba1004e46dd456316912d55dbc5d311a03","13","No"
"0x4918fc71bd92f262c4d2f73804fa805de8602743","12","No"
"0x4af79ffcabb09083af6ccc3b2c20fe989519f6d7","12","No"
"0x853216d55149ae11ab719738842d63230152ffdf","12","No"
"0xab72c96b990f9baa23ae12b4ff25b29f8181ddfe","12","No"
"0x6535d6c4ec50744ad02ded995592bf8421d10c67","11","No"
"0xab92fca834aac2afe16cf6a2fc60cc7a864a77a5","11","No"
"0xd9d7046933bd3d0a3e869959ef95e4c41522c1bf","11","No"
"0xe1bf8839930b173a97ac29dc33c7774416517811","11","No"
"0xe25c27bce83ebd65f24aadb171ad544e5d41ff1e","11","No"
"0xeee22b68f93e130535d1d56c1b95bf22c94090e0","11","No"
"0x0a2a335b7420db3bada6a13e354d465a3d6de2a4","10","No"
"0x0e98493285d6abb9e2979c9a117c5c2eb4ee3737","10","No"
"0x1b523dc90a79cf5ee5d095825e586e33780f7188","10","No"
"0x1c593c369136264abfb908b4b20e74c9a5949417","10","No"
"0x2c74fd427e36a5c22f164093147eace027ec5706","10","No"
"0x41963e09247348110f9b25300b0b6652f67a4bee","10","No"
"0x6ccd607e6e2cc97574acd5ab0f2b4d24c7f2a061","10","No"
"0x8607a7d180de23645db594d90621d837749408d5","10","No"
"0x9cbd7d0a64c87a2561b4b8a4975f7a0e6d3a7903","10","No"
"0xc6a7463a7ee700d035aff7bfd1ee198d680a4164","10","No"
"0xd15e9e10cc7fd71a07821ffc3224cfdd397cbf1a","10","No"
"0xd611a3350321558bda7d15da88e4b74eaf4c8986","10","No"
"0xdfab977372a039e78839687b8c359465f0f17532","10","No"
"0xf5b6e91be7876f241345cd86ace1bdbb1c0a9d0c","10","No"
"0xf65b99ce6dc5f6c556172bcc0ff27d3665a7d9a8","10","No"
"0x083fc10ce7e97cafbae0fe332a9c4384c5f54e45","9","No"
"0x3f17244f636f12e4324717ba47848be81d6bcb35","9","No"
"0x4a8bdd15bdb8b1ab534d39c9f8d65a36011029f4","9","No"
"0x4ce8337424fab98500b48ba022d56cb25a4d088b","9","No"
"0x7811c6a535ddff8f86bfdeade882e744bc9fe380","9","No"
"0x9564bbb66754b0765d3579c0a41534d4a2fe6a68","9","No"
"0x9b37bc499de5e675063695211618f3cd64a1b9fc","9","No"
"0xba1fdc042eb73a10016c9e2fc204004dcf4d7287","9","No"
"0xc374b767f4a3073b3b21f31b06498ca7268439b3","9","No"
"0xddbc55782516474fb4e86a04054cef45dbcd809c","9","No"
"0xf4e423ce220e4d9fedcfebcd755ff9d37dc244b2","9","No"
"0x004cc3223e842d9d2af6b8ca93a4d40838e85462","8","No"
"0x11b3637ab509bd5f177d1382c8faf41585edd108","8","No"
"0x25e3380c51464d092bbfba5da0bc1caf17724c30","8","No"
"0x29f1abd903f2293d062307d1ff4e25697a05986f","8","No"
"0x74619cfc7ec552e5051c181f49428ccd154256f7","8","No"
"0x74cd0e1a5eaa975b2426d1fa2cb1d88da3dbefaa","8","No"
"0x7c1958ba95ab3170f6069dadf4de304b0c00000c","8","No"
"0x8481be8cf9d472ee513aaa850702ee37fe27c063","8","No"
"0x8ae57a027c63fca8070d1bf38622321de8004c67","8","No"
"0x8c263cf199881bb0cc9b66b50dd7d96212a26c1a","8","No"
"0x9ff5b690ce21edcae135648f7adb26c20f730761","8","No"
"0xaa36619687ffc5b905ca0faedf8407ecd99d2a92","8","No"
"0xadb4125aa2402f0645b392d927a38560765a64a2","8","No"
"0xced43cc307c3d5453386ce8b06fa14fcb6457fd4","8","No"
"0xd0a40eb7fd94ee97102ba8e9342243a2b2e22207","8","No"
"0xfd89a89c6102f9250a8df6db909c73f169af7d76","8","No"
"0x01cc075072bc2130b0b4f132a0789999d647ea60","7","No"
"0x101842ac3acc849f2507339cb8406ffce508b708","7","No"
"0x2027bd5169cc0171194d77fa92eff0b0b76e7c65","7","No"
"0x6dd7eec2c62f7cf58eee6106601eda04585e748d","7","No"
"0x74a4e1e685393015a1553baa877f5d6ac708b335","7","No"
"0x7b3afc18936f9d0410002cdc9c4f28d772ca41af","7","No"
"0x822d3c3d8ed080a041f861c2476f583e234920bb","7","No"
"0x8d48e5794e054001db3dc5c9e94050299e6d1636","7","No"
"0x9273eb21bc9854d0e06432b5b8c7634ba824ae49","7","No"
"0x997e56f2b12ebd68d0e561149c9a8d32d6742672","7","No"
"0xa0a8669028898b9e03abba675fc8cadaf2945ba9","7","No"
"0xa477803db91cb844d67742427e3573a9e8d19993","7","No"
"0xa6d3a33a1c66083859765b9d6e407d095a908193","7","No"
"0xa7e5878542aea47c2e9bc72e30d409367c255bb6","7","No"
"0xbb26a6da4d918682f58cc91bd3fb251dd28549d2","7","No"
"0xf754ce4cd7a8ec94716c0ced4bd1a8da8a8e1bbf","7","No"
"0x0668c934a1e5931ebb4037b43e7b10173fd3c0d9","6","No"
"0x14fe1c6adb626a8235b079d4ff66c6b0a3a2e68a","6","No"
"0x208b55e002b6d780cf34753165a3f632bfb47cf5","6","No"
"0x2127dbf1b8b7022cba6ddc600ba7ceaffefd451b","6","No"
"0x2dc23418844eacd31a7d91a5571e000960553283","6","No"
"0x35ff42fc4a02e0e6789912f30b2415607099a535","6","No"
"0x3b0c3da5da1041400ce8917b698a0fb83a0b4467","6","No"
"0x4893bbfac639d493d16f4bf44c90118d090d4430","6","No"
"0x4a385286592c97e457a6f54a3734557f4b095a28","6","No"
"0x5a3e28c2bf04989e6a7506a9ef845ae2dbc6d90a","6","No"
"0x5e12c24d4564d7627b8357dc9e8337c1ca10808b","6","No"
"0x68a6bbbf32083732eabcd1fc48a5a406ae20082d","6","No"
"0x68f84b647841fdac170a827b805d7694a8fcd73d","6","No"
"0x9fa09b6bc07bf4a70357072134130be3d9a4dbcc","6","No"
"0xa26603eebef077439f5c909e00e3cb6e879aa83c","6","No"
"0xa53cf9e377334e7da7550e644b815cc5cb74af23","6","No"
"0xac98d6b4ba30e96a555683251c28bcaa8b0edcd5","6","No"
"0xb69e130cf210686b59d8ce742ad0690ec0535f36","6","No"
"0xd5cbc23a467ad01d7b1261504ffeeee3d6764531","6","No"
"0xe38fe0d937fe11eb24b8ee0c579f9056162b1992","6","No"
"0xed17602c1ae0fc29ba734bd493bf215f16f0ade9","6","No"
"0xf68e4d63c8ea83083d1cb9858210cf2b03d8266b","6","No"
"0x0d2428262e7b059eaaf1d45dc1842d7feea71f75","5","No"
"0x159968fad6a3df074cfe7e587cde0c5f375c1b70","5","No"
"0x15fa609e84905aff86f02a9e29c9cd887b311a0c","5","No"
"0x18a244147f9e7fbaef8f871251c94bff190556ed","5","No"
"0x203bc267a4657ae5ee774eb35cec32faa2c0bc1f","5","No"
"0x26fcbd3afebbe28d0a8684f790c48368d21665b5","5","No"
"0x360bd0e8ef21909115d520b924e72de923eff47e","5","No"
"0x383f7adecd735684563af9c2a8e2f5c79808fc83","5","No"
"0x3d300f2d1f125d557b4a167b76923887ccef3105","5","No"
"0x438bbff80252c9c959797d0180a5c868e1a86c91","5","No"
"0x47ad7b5f38d184491b28b716718e4987f70c9820","5","No"
"0x4be52934b8464b887a2ff04aa02fa1a3fb9584a5","5","No"
"0x4c8ff4e357c6626749559184c7877bdbc4d6815e","5","No"
"0x51e9a3dd530bba62f5238562cd60c42d722a40d9","5","No"
"0x5380db93b9abb01bfff5d294c7620697df7f58cb","5","No"
"0x55e94e836f312d98171eff73146926a5fa2a3b25","5","No"
"0x6171d7e0bd0355f6f212b7240bf6a94bb1293f60","5","No"
"0x68c4d9e03d7d902053c428ca2d74b612db7f583a","5","No"
"0x6feba889981334cb86e148ef6228c95fbda85488","5","No"
"0x762a3196c1c03e47439a98ba0248c9bc5b617a45","5","No"
"0x7d0d6421e08b3f9a5172005487cffb146aeb86d6","5","No"
"0x824d260daea6d79eac57286812e939f5192cc09a","5","No"
"0x8379ac05ef71f982d497f392dc1a14ee859efd95","5","No"
"0x8d50fd5e87ebc6434923b09f4dfd4a7fc0df0614","5","No"
"0x9355e3fa0d4b14a14ca160497e20438249b7c360","5","No"
"0x9437d2c3d0dd38d7dbff7b0541aaa5d002d3944c","5","No"
"0x95a4f656a9fae5853e439e9a6c005765cc701ab5","5","No"
"0x9fa079d3b79ad775eaecd8767a64b2b6280f917b","5","No"
"0xa8a384fcda7b5ea26bc51e9c33ae77cdbc89ca14","5","No"
"0xb09b5d8c221e4e1bfa4c2a947c501212a48d097f","5","No"
"0xbe275bb0aefadd4c4161524e620b5a8bd14d3ad7","5","No"
"0xc8adc7303c996cc0feb0cfc2f59e1db04eb1ff78","5","No"
"0xd2defb6e985d33e2dc1df78fd37d1b3befc95794","5","No"
"0xdefc10efb0e353a00f9727f87f3071a9bc1fb245","5","No"
"0xe1e5e3dc5f06dfc5a22698461078d9c46c02f957","5","No"
"0xe9616dd1ba8a2776857f325a9dc8e5b167034276","5","No"
"0xef2bce91cc8d68813fd89eabc1f68ec10f87da17","5","No"
"0xf4fb6a00cdb1f39af1a6900eedf8598fa9533c32","5","No"
"0xf5fc47d625d15ba7d6b662a2cd81d1e31beca9e1","5","No"
"0xfcdb6bea7c30d12c5d533ec4e524647c14bf4c56","5","No"
"0x01de321ebe92e51b1cf0610cfed109c0877ff980","4","No"
"0x067fe75a1c5ccea329dc40e2aa7f305f8473ba3e","4","No"
"0x0845fc89c51b2bcd1c3b0db9dbca497d641ec7d3","4","No"
"0x09765777ab9ca3fa047cc2363178364c9ba9d276","4","No"
"0x0d6e79d7e0c1500e9a966f4cf97ee213d2d51816","4","No"
"0x0f576fe0a916ca39ee929f0cc956cfc9d2a59c12","4","No"
"0x128086fb203c4e29af7878d157520abc4cf65da3","4","No"
"0x14656e6fc27d9c7b1b54aa4ad82a037fa1a58183","4","No"
"0x180dd1a1f2d43e0162b62a2f1d19a8e4543d75b2","4","No"
"0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28","4","No"
"0x1ad7cfea037717cb8b46b8ea50be5b5e72c1b814","4","No"
"0x1b5a4b06a0261036e92fd5b6e02de8e403bac4ce","4","No"
"0x1eb079c5b3ac8ec54da4115b32d4d569e9050d68","4","No"
"0x1f54c0b0e83d7cc77337e1d3d11e5c79d073679d","4","No"
"0x1f8611d2278781d23607ab494e5b4f18b6a5c89c","4","No"
"0x20d78650751bf92dc96fd68feaea89e01625068a","4","No"
"0x2423b65c54bcf69633752c388185c431da74dbba","4","No"
"0x296df88601c8f49535f881de73684d5e2d530a71","4","No"
"0x34b14e83d7da6c6a30c46bf89ff93b066e139154","4","No"
"0x36991b237b1a2c2eafd94274f11e589d3c041c95","4","No"
"0x49a323cc2fa5f9a138f30794b9348e43065d8da2","4","No"
"0x4c732928b6f9073881180c30e102af53cd4c0e77","4","No"
"0x51714e9e356045deaa392fcc502fa82bb45dd5c4","4","No"
"0x58611b3cba4929b03da30285442cc861d949790e","4","No"
"0x5f36bd75cbde93f59fa7acab29d305312059d4f5","4","No"
"0x63422bc74f9e63e634936c561fc71ab711cb6e0c","4","No"
"0x65bdc4a3b128c5444ed84910bfaaadbd8d1c4e9c","4","No"
"0x680becbf3ae0a18a0fbcdbf4b7e60cf4560ad578","4","No"
"0x7661ac614853647ed12820321b459488dc007d92","4","No"
"0x76ade2f654eb9490275114310fde8dac0d0eed87","4","No"
"0x7fee302a14d6b945c0eb6da9c4426c8d75d38a73","4","No"
"0x825a86e83d381818141357c2e7ac494918cb3265","4","No"
"0x828c5030558428af00ad1715db9287344bff6563","4","No"
"0x8358fc4c2bfbeb3f755d0ab0925b8b46e811d0a7","4","No"
"0x86553accf1eafe9b768a89a677a21fa1134ac8a0","4","No"
"0x88a589bdfe639a24808124531737f2f9d6ec7ad0","4","No"
"0x8d1efde271a28a440af00153a182e37edbd231e8","4","No"
"0x8d65eb5fa65974dc0bb90e5d922c0dc39e38c71e","4","No"
"0x8f77b09cb67d0809c2daabfec2703d9bca6df308","4","No"
"0x92232542bbb5326f96c96e938049c6ff4a89b461","4","No"
"0x93ca6ea0d4d8d066e6417e3e7eb983148a306858","4","No"
"0x9758d844125f93e71939c0b3b121eaa2bb9950cf","4","No"
"0x99e830e0a6db178fcf20e5b1020b8cc9ccb3917e","4","No"
"0x9a9750a276beac4f80686c056fa93ae0cc766091","4","No"
"0xa221747e788c1638212c14f2d32d15b4cf097632","4","No"
"0xa3658a013c223fa60989f057a3d0a1153f88b0c2","4","No"
"0xa594363aa71d9e40378de456a30c8bea2dd624c8","4","No"
"0xa9121a36839463ea654cd5b2f00fd7c5f1d5f88b","4","No"
"0xacddc6edeb262b9822c4de15f87740e2fb76e4eb","4","No"
"0xae91e781cc56694dc3aa66717784739b7f48d77d","4","No"
"0xaea7fc78561ed1c2f6308cd8d63849a40bd2726e","4","No"
"0xb25a1d02b029d53212e4c356b6daad419762e606","4","No"
"0xb28fc349b02d30ff42fbdb9a1234c11a7e1bab44","4","No"
"0xb3fd5137aa504ce9c2636521a74b41daba416837","4","No"
"0xbcc56d6be3c84bde7984921db285f21944f07414","4","No"
"0xbdea56efe73e2d2e4be9f1b210af36500df16b45","4","No"
"0xc4241376c568a198994c859a8a6a7220b950f2f1","4","No"
"0xcdba12fc39e4e1e9cb3806890ad29d862397d9ee","4","No"
"0xce841f783dc6d9df256af36b1cf6b3a52aa57cdc","4","No"
"0xceb72dd636147544f72784fe8c9f469c606a213f","4","No"
"0xd0c6e59b50c32530c627107f50acc71958c4341f","4","No"
"0xd1a2bffa66a23b657ccb4e35425d9db6f667b29f","4","No"
"0xd4399245ddc313e18645938d655f29aa2a055fa0","4","No"
"0xd7f05db7680660726269e7304e479345b57c3802","4","No"
"0xd98673532035b029d4a3a0db26481781c5373e6f","4","No"
"0xdb724442aa1aa972b6f23b63491cc6b601608c9d","4","No"
"0xdc5dc5b18f09cdf1ae14862e8e4665369e614ce7","4","No"
"0xdcf752b5b1dc8f78e12a0cd27f4ca46d27044420","4","No"
"0xddf142ac964b43c0cd8b04594f47ace18674d0bd","4","No"
"0xdead000000000000000042069420694206942069","4","No"
"0xe49238a73bebe2e051c1c7f3d6b48252653721c0","4","No"
"0xe4fff04ffef71660762d3f2f9d78190be4753a2d","4","No"
"0xea74652af3c558cc701e724adbb77c6f55e721ba","4","No"
"0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283","4","No"
"0xf127f1e31aef9f2bd25b10e09baa606e38de62c4","4","No"
"0xf24ace492753975d5625c1ddd393c103e8c8ce55","4","No"
"0xf51c9c875e89d9075fa97dc39232d72438f4bce0","4","No"
"0xf58dbd74f26e4bdbcf2a26e2f848e8348530f0e4","4","No"
"0xf60cdd66abd786e14caea332c0869ffa82e90641","4","No"
"0xf9c461556f54be8da0855cb0a0373e9e80d5c0b7","4","No"
"0xfb47b2ca7df248d36cf0e4f63bfd0503c25debd4","4","No"
"0xfbecc56a4c062d3945b8a89aedce907d80db0daa","4","No"
"0xff0cb0351a356ad16987e5809a8daaaf34f5adbe","4","No"
"0x0184670b561ce2a85c97b11b06116c2b0a044663","3","No"
"0x02943a285b2d597da8e7673eb325ee1d5f59a9f6","3","No"
"0x06d0f03416fbc95a69bffa1374e597f8aef752d8","3","No"
"0x06d37a3d0a912b93894c7b200eff45fab608a7d8","3","No"
"0x07130fe9bf015fab3a34690a43bdeee5920dc9d5","3","No"
"0x072c807a5447d3aa990d33c06850baa4caef0f9a","3","No"
"0x0759e32943f66a586f40ecb8ebbab569707768bf","3","No"
"0x08a9ead5bd9af49a1f777a9f15929871abd684c3","3","No"
"0x09c0f83a78e19a0268c5337467b3055423e42196","3","No"
"0x0a5f56cbf9c27bd3beb790a4914a36eb45ef08d6","3","No"
"0x0c6645124a0859aa9a31633ffbe5e2bf3bf868f3","3","No"
"0x0d69a096b2c66310309f0ead1d6c97c4dfe87086","3","No"
"0x110c31f3324aa8b3f033a66427ad799e8b3a0077","3","No"
"0x11af10451e3d86fd95e83443dbe0581f4532744b","3","No"
"0x12128f043ae778896c7eddec19aee4043ba2ccfc","3","No"
"0x12d1b76162550e3d7c1c6ffd344bbef705d524ac","3","No"
"0x12f2326a3c39a299d34e8668752c8d29ececc76a","3","No"
"0x12f37431468eb75c2a825e2cf8fde773ad94c8ea","3","No"
"0x153b7494e87d752d7569650683eccc939ec2a0d5","3","No"
"0x15bd2aa5d34727f72d17636b055b62299486fe1a","3","No"
"0x161a755f59334f9869de422cfb9265f445e5567b","3","No"
"0x174ed45bdd356c55fcb5336e06f3df059873cb41","3","No"
"0x17ef2b6ff281dbb79847c9cbb2ce62572abb24c8","3","No"
"0x1870fa7a666bc8beabc52e40de4017c31321cda0","3","No"
"0x1bf22a19a8d0b9cdfdd5c0859b5bd72c05f2d6a2","3","No"
"0x1d5e42f1d4c5a4a217f76f474a23b67945c8cedd","3","No"
"0x1e04bfb945dfa23ed8bdea67947ca0d7b5fff75d","3","No"
"0x21587b4030e875e9d9b70f38e314e8e2a8b29b9a","3","No"
"0x2259cc4ff58bcb4a748e2143ee35be3e0564feb7","3","No"
"0x241f243d7e3496d66f8c79150e694b9da523608f","3","No"
"0x24476341a2a33c12fdb84b100102ae55b1b99956","3","No"
"0x248e3f667d1c4dfde7d6fbeed82502b992a7ccb7","3","No"
"0x24ac005adcbb3d9551474b43f855191e12e8a4ec","3","No"
"0x279679e6b44ec547c6e0466e5efd7d47ef3a400f","3","No"
"0x29c238724cb22e252bb67cd58840ea79506de5b0","3","No"
"0x2a138e24cf857f189826600463c05d0cac5aeede","3","No"
"0x2b0979936210cc9c146905407148373b2cf6a2e5","3","No"
"0x2e9a18d66f2fc535497cfb395d7f1bcb6746e582","3","No"
"0x3233525b5181d995547f2fb2f16e0c6953714376","3","No"
"0x3432b45b9ee95bd5c31a726b936cf2ec719a2153","3","No"
"0x35f0686c63f50707ea3b5bace186938e4e19f03a","3","No"
"0x370dc214b0e18d48985c8c1ce878661790dffd1f","3","No"
"0x3924b7681c6110fcd3628164388c3307f79d1059","3","No"
"0x396664dfc1e515682c2bc6c32b394d5734392fd5","3","No"
"0x39da8fd657960cef83f1ba795c6518af45f49d90","3","No"
"0x3a2d0a41ac14637e663c90aabb7243f5f614f5e3","3","No"
"0x3ae85d19566c1dacea625b2909e07a6f4b72ffb3","3","No"
"0x3d8b6c31d1d5b155ab44b742fc5ca4d540d05582","3","No"
"0x3ea7e95c241fdf243de5185cf51f68ebdf977009","3","No"
"0x3eae39e29af926503e5bc2a4c0c650db9e8091f3","3","No"
"0x3f703546e6af3e06d5a1653a352f0a05744d1928","3","No"
"0x400e4f44d0ce889e1d09fc12815befb059d13535","3","No"
"0x40a167752d88b5493d35fd088f4e8f16d07a247f","3","No"
"0x413ee0efdb927897a3bf91c81711717ccfd082e5","3","No"
"0x41c6b33f95ce786d73e0d5822a9b30a1d1c8fac0","3","No"
"0x41cd172501db588acb59ae1d08d2be37e351da65","3","No"
"0x43a07fb6aec539c94a19c7859c18bbb45775f482","3","No"
"0x44b2254f9032ead70010c618b660d3c7e87cf3dd","3","No"
"0x4a77cba0b22646dd2f6f5a9998527d7d5f49703a","3","No"
"0x4bd56f1f449f1e88c106fa3a5dc8a1477a792739","3","No"
"0x4d1f556f805a161812e5589816ee126022b6ff4a","3","No"
"0x4e8d75d8b17c0d7d7fd658040cacd6ad6b206015","3","No"
"0x4f52bf5c3787ab911472a482c81bd2eea7ab7738","3","No"
"0x50a451fd5d7d8c857d73c7b0ba6220056af10853","3","No"
"0x5215b02c83fc7e1c111522ac60eb13652328d92f","3","No"
"0x5543cff400add9d09c5b51fc8ffc68ba4371fa9e","3","No"
"0x55c111a49d629f8c99d4e2babcc85aa06ed412b4","3","No"
"0x56e094616618e5275e04ca9339e0df1c2aa77cf4","3","No"
"0x572d6f0628ef555061932f85687c9f8f85505ed1","3","No"
"0x58867fa928b92ca3dc1c709d058ea1bfa1fc28d5","3","No"
"0x595c74b7b982a51714d6929d9cc1f72b5bce9abd","3","No"
"0x596c3cdfadf9ee6cecc0845a13536f6b38f74982","3","No"
"0x5ce0c2386e57ed5efd9a3e1bead7033da1526152","3","No"
"0x5fcb06838f7ac00d8ee2d278f91bf8c3316ca223","3","No"
"0x62f9c93dca19e94e1b207da57e2014df0f779a21","3","No"
"0x630a2bde1377ceb1fab1beda03a1c5f7ede9999c","3","No"
"0x63cba7361ff2c717e90033c1bc3071444d3540a4","3","No"
"0x64ddfa770f4bcfe7358d1331d81e7f75fae9080c","3","No"
"0x65587bab006c8485f0d02672e540e408fd140a57","3","No"
"0x65a4c69f4ea3fea89a0d4156c3d91c787472b670","3","No"
"0x6857619c925250068b646e4f6a4b7eef04df9396","3","No"
"0x6877a8e8bb7c63d10c816f19079d6b0d9a5390b2","3","No"
"0x688159cb9498470059b8e561c7bff68f8cd2ef6b","3","No"
"0x688ee8ed427356e4bf4e441ba3a927b487fb4883","3","No"
"0x6c7496cf61b2b7c7b364a4d2c39ea6aa36dfca4b","3","No"
"0x6d5596d228c44453b0e16d1e4abd3f14724773fb","3","No"
"0x6eb16877d08381dcd5df425805e97a8ca964fa53","3","No"
"0x709dc5c73eb23e0a8ddeab35a0519ca1faca85a5","3","No"
"0x713f90407fc49f0bc59a6661c23fb67692a80e6d","3","No"
"0x71be99c9b5362ad07f7f231bc7a547f4119c6073","3","No"
"0x75ddb7ab958135bbe2dab48d6286826f6aa5e3b4","3","No"
"0x790aed8f0571d8bdb682a91b42b180ad4a56f264","3","No"
"0x7accc6e4f2a5213b0cc1a3241222b4666c8f9379","3","No"
"0x7b4e32d7c0a0bab8083e3e9767a5af2472b5ccfe","3","No"
"0x7baf4a1559025ea1c64d024da4e4c5b436c9760d","3","No"
"0x7c66a3b5156f8d94d5c89fabf4c7250a32f9b74e","3","No"
"0x7ddba01cb6d0efb9183a2a95728c4573bb5ee196","3","No"
"0x7fc6463386276461cb83605b2c115421c80a6651","3","No"
"0x82986e1ea4780a19bfcbc595a17dd86df67b667d","3","No"
"0x853122933448d4ecbb5403bc72605dadc1caab71","3","No"
"0x89bc08ba00f135d608bc335f6b33d7a9abcc98af","3","No"
"0x8b62e9831f7b8cc852c1da4e1ef67b11b6610463","3","No"
"0x8da2bebe1be9384afabeba0fb4e394163c43ad7f","3","No"
"0x8e3b5affa6731d57dc427f68c4d1c2a163479015","3","No"
"0x8f1b5a2c412b8069e80ea399c4b53be4f4217e98","3","No"
"0x9015ae2c20b65544955552b25bb0c8d668e3919d","3","No"
"0x92cd8a4312bceaaf74aaf7541ffe78e00e57e287","3","No"
"0x96e1199931a9e201a4d209262c8c379e2c0e4852","3","No"
"0x97111c62e6e51089696068c3c0365ea77dcbb9f1","3","No"
"0x97cc28a54be4a25b9554a867370a64d5405c0632","3","No"
"0x97d1dbf04364163b3b26efba2f704dec1e2ffac4","3","No"
"0x98900672092da2e048a381749589427c7438e084","3","No"
"0x98f654450c796a41b76cb2a3731bf22ab5d32da9","3","No"
"0x99e373482705fa5c7b8e593bdf1f05cf97b7689c","3","No"
"0x9b36cf890e350d4330f4e863bd2f20cec70aa66a","3","No"
"0x9b3c1ab774b82b6e9caf39a1d29dc8a4615dc609","3","No"
"0x9df6a358688ccdc2a955568a05aacac7a998a319","3","No"
"0x9f8534b8d266c136d52428ec0647fa0f02ebf377","3","No"
"0xa18d1810c8457f7d09e3311df8d2faf1d9c2e19c","3","No"
"0xa26fc7111446288be63ea7a146be79d99ae6c71f","3","No"
"0xa3e9d7c19d0cf5b571fc1d1a4ccb455da6f019c7","3","No"
"0xa4d3786210a59cc113eedf5a30e1358ed9befa2a","3","No"
"0xa51922d31196692d8e62a7b8a08c0731f2137efb","3","No"
"0xa61895d69dbd67966799c7689e15f8e689ba40db","3","No"
"0xa64d600a74a75b6a0fa30c848d39a70e89f9ed46","3","No"
"0xa72d8bf26e605482f7332084944272ec19de34df","3","No"
"0xa72f6993da9a0e1fbd2fe1ee2491718ef9d95a17","3","No"
"0xa74373b9868d483876334952ef921fe6fdc029e9","3","No"
"0xa79a7568eeafbafe60bf491fbcfdf54a2f9a01e5","3","No"
"0xa8d31c4546a782085d81a1ec1598054400d7a2ae","3","No"
"0xab0d9612f02cefd178ad1002d71ef242fb855cc1","3","No"
"0xab7972ef0628d98400acf83e8b54c2695099d3b2","3","No"
"0xacb2de383a55a37ecc3b2a808228a0c0fc65cc86","3","No"
"0xad8c48b29556e7bae36beb4c5474e564eabf9fee","3","No"
